SA Param,R,batch_d_rt,batch_c_rt,vd,vc,Lower bound,Upper bound,Optimality Gap,Status,Objective
Baseline,0.95,10,20,0.0,0.0,36998.3876720003,36998.3876720003,0.0,optimal,36998.38767200028
R,0.4,10,20,0.0,0.0,7215.97921362342,7215.97921362342,0.0,optimal,7215.979213623425
R,0.45,10,20,0.0,0.0,8991.06518735906,8991.06518735906,0.0,optimal,8991.06518735906
