dum,t,solar,wind
2192,2192,0,0.939854772
2193,2193,0.0411,0.942087137
2194,2194,0.2443,0.950062241
2195,2195,0.31532,0.949672199
2196,2196,0.34554,0.947481328
2197,2197,0.66048,0.948946058
2198,2198,0.83058,0.917966805
2199,2199,0.68186,0.915174274
2200,2200,0.92748,0.639863071
2201,2201,0.93826,0.80486722
2202,2202,0.81422,0.921327801
2203,2203,0.56072,0.934107884
2204,2204,0.22834,0.934195021
2205,2205,0,0.949883817
2206,2206,0,0.94660166
2207,2207,0,0.949896266
2208,2208,0,0.934041494
2209,2209,0,0.933896266
2210,2210,0,0.93406639
2211,2211,0,0.931966805
2212,2212,0,0.931564315
2213,2213,0,0.933614108
2214,2214,0,0.934290456
2215,2215,0,0.934120332
2216,2216,0,0.934037344
2217,2217,0.45936,0.933593361
2218,2218,0.88132,0.93306639
2219,2219,0.91448,0.927253112
2220,2220,0.90068,0.931975104
2221,2221,0.98336,0.73173029
2222,2222,0.98246,0.371327801
2223,2223,0.91184,0.314419087
2224,2224,0.97036,0.470124481
2225,2225,0.8059,0.591004149
2226,2226,0.71116,0.711518672
2227,2227,0.59112,0.873286307
2228,2228,0,0.613709544
2229,2229,0,0.653257261
2230,2230,0,0.553170124
2231,2231,0,0.808514523
2232,2232,0,0.837962656
2233,2233,0,0.830502075
2234,2234,0,0.845004149
2235,2235,0,0.908784232
2236,2236,0,0.880286307
2237,2237,0,0.897688797
2238,2238,0,0.873705394
2239,2239,0,0.848975104
2240,2240,0,0.377319502
2241,2241,0.02448,0.237435685
2242,2242,0.16024,0.947278008
2243,2243,0.24342,0.950253112
2244,2244,0.38838,0.948344398
2245,2245,0.43218,0.941647303
2246,2246,0.3914,0.946809129
2247,2247,0.96188,0.934315353
2248,2248,0.949,0.857033195
2249,2249,0.8985,0.579182573
2250,2250,0.69734,0.670414938
2251,2251,0.5627,0.832020747
2252,2252,0,0.852539419
2253,2253,0,0.838746888
2254,2254,0,0.763186722
2255,2255,0,0.747821577
2256,2256,0,0.532045643
2257,2257,0,0.448448133
2258,2258,0,0.488182573
2259,2259,0,0.319360996
2260,2260,0,0.312253112
2261,2261,0,0.342228216
2262,2262,0,0.463572614
2263,2263,0,0.544879668
2264,2264,0,0.609190871
2265,2265,0.0095,0.623037344
2266,2266,0.3861,0.582261411
2267,2267,0.42756,0.606556017
2268,2268,0.2425,0.441485477
2269,2269,0.1753,0.421618257
2270,2270,0.26654,0.316672199
2271,2271,0.36898,0.222879668
2272,2272,0.30246,0.119767635
2273,2273,0.2144,0.071099585
2274,2274,0.23154,0.064377593
2275,2275,0.34432,0.037995851
2276,2276,0,0.028095436
2277,2277,0,0.008385892
2278,2278,0,0.038311203
2279,2279,0,0.027759336
2280,2280,0,0.101954357
2281,2281,0,0.064261411
2282,2282,0,0.123742739
2283,2283,0,0.181680498
2284,2284,0,0.223871369
2285,2285,0,0.178639004
2286,2286,0,0.378871369
2287,2287,0,0.501809129
2288,2288,0,0.260186722
2289,2289,0.01018,0.05560166
2290,2290,0.1092,0.265074689
2291,2291,0.19662,0.706846473
2292,2292,0.28344,0.555775934
2293,2293,0.43664,0.637526971
2294,2294,0.97644,0.673829876
2295,2295,0.98162,0.648991701
2296,2296,0.95462,0.583751037
2297,2297,0.88704,0.478589212
2298,2298,0.70428,0.557576763
2299,2299,0.59114,0.559510373
2300,2300,0.20148,0.706307054
2301,2301,0,0.83693361
2302,2302,0,0.89980083
2303,2303,0,0.917489627
2304,2304,0,0.897290456
2305,2305,0,0.91733195
2306,2306,0,0.915813278
2307,2307,0,0.918477178
2308,2308,0,0.921858921
2309,2309,0,0.919746888
2310,2310,0,0.935373444
2311,2311,0,0.915116183
2312,2312,0,0.94746888
2313,2313,0.01,0.949717842
2314,2314,0.07118,0.947236515
2315,2315,0.15316,0.624896266
2316,2316,0.28738,0.307908714
2317,2317,0.56002,0.328431535
2318,2318,0.56,0.583912863
2319,2319,0.55842,0.718099585
2320,2320,0.58708,0.376319502
2321,2321,0.42678,0.292182573
2322,2322,0.39638,0.198672199
2323,2323,0.38896,0.172315353
2324,2324,0.0261,0.323551867
2325,2325,0,0.620286307
2326,2326,0,0.848692946
2327,2327,0,0.833784232
2328,2328,0,0.930423237
2329,2329,0,0.937904564
2330,2330,0,0.945493776
2331,2331,0,0.944883817
2332,2332,0,0.948829876
2333,2333,0,0.949763485
2334,2334,0,0.941842324
2335,2335,0,0.934477178
2336,2336,0,0.830755187
2337,2337,0.2686,0.682746888
2338,2338,0.91352,0.412946058
2339,2339,0.9446,0.404821577
2340,2340,0.9503,0.632908714
2341,2341,0.97054,0.760124481
2342,2342,0.87498,0.864759336
2343,2343,0.97068,0.84720332
2344,2344,0.96082,0.809008299
2345,2345,0.94612,0.849655602
2346,2346,0.80328,0.572327801
2347,2347,0.67184,0.249659751
2348,2348,0.20696,0.552091286
2349,2349,0,0.707340249
2350,2350,0,0.876692946
2351,2351,0,0.785174274
2352,2352,0,0.588746888
2353,2353,0,0.477414938
2354,2354,0,0.674879668
2355,2355,0,0.811012448
2356,2356,0,0.880049793
2357,2357,0,0.840385892
2358,2358,0,0.563282158
2359,2359,0,0.500427386
2360,2360,0,0.317082988
2361,2361,0.53692,0.11473444
2362,2362,0.93822,0.055360996
2363,2363,0.99328,0.025136929
2364,2364,0.85796,0.215539419
2365,2365,0.945,0.127070539
2366,2366,0.92432,0.086929461
2367,2367,0.94994,0.052240664
2368,2368,0.88072,0.063029046
2369,2369,0.9202,0.045917012
2370,2370,0.87618,0.03146888
2371,2371,0.55024,0.014713693
2372,2372,0.1828,0.023788382
2373,2373,0,0.054643154
2374,2374,0,0.002257261
2375,2375,0,0
2376,2376,0,0.002041494
2377,2377,0,0.041248963
2378,2378,0,0.138302905
2379,2379,0,0.198290456
2380,2380,0,0.157082988
2381,2381,0,0.139348548
2382,2382,0,0.1703361
2383,2383,0,0.11460166
2384,2384,0,0.060539419
2385,2385,0.16778,0.109767635
2386,2386,0.29676,0.043497925
2387,2387,0.33582,0.038120332
2388,2388,0.35062,0.113493776
2389,2389,0.3893,0.617020747
2390,2390,0.42842,0.635966805
2391,2391,0.46718,0.450452282
2392,2392,0.49476,0.382452282
2393,2393,0.33194,0.406041494
2394,2394,0.4674,0.271614108
2395,2395,0.62662,0.509278008
2396,2396,0.22878,0.598497925
2397,2397,0,0.649788382
2398,2398,0,0.684871369
2399,2399,0,0.528539419
2400,2400,0,0.907190871
2401,2401,0,0.823045643
2402,2402,0,0.614294606
2403,2403,0,0.476912863
2404,2404,0,0.269029046
2405,2405,0,0.418912863
2406,2406,0,0.486348548
2407,2407,0,0.354070539
2408,2408,0,0.743481328
2409,2409,0.01876,0.94339834
2410,2410,0.09206,0.775344398
2411,2411,0.14846,0.681518672
2412,2412,0.21334,0.709692946
2413,2413,0.96602,0.9346639
2414,2414,0.88866,0.884929461
2415,2415,0.38682,0.88466805
2416,2416,0.58948,0.222759336
2417,2417,0.18092,0.646211618
2418,2418,0.14702,0.373850622
2419,2419,0.36378,0.493377593
2420,2420,0,0.690493776
2421,2421,0,0.850356846
2422,2422,0,0.684900415
2423,2423,0,0.549062241
2424,2424,0,0.562568465
2425,2425,0,0.418319502
2426,2426,0,0.276680498
2427,2427,0,0.123195021
2428,2428,0,0.041390041
2429,2429,0,0.109970954
2430,2430,0,0.227614108
2431,2431,0,0.228547718
2432,2432,0,0.117195021
2433,2433,0.02196,0.057838174
2434,2434,0.0743,0.00173444
2435,2435,0.17678,0.015647303
2436,2436,0.25596,0.261029046
2437,2437,0.31548,0.736576763
2438,2438,0.99824,0.819493776
2439,2439,0.92696,0.624456432
2440,2440,0.83184,0.717381743
2441,2441,0.93406,0.803257261
2442,2442,0.87768,0.638904564
2443,2443,0.66336,0.202024896
2444,2444,0.22516,0.214029046
2445,2445,0,0.394788382
2446,2446,0,0.26753527
2447,2447,0,0.484049793
2448,2448,0,0.857634855
2449,2449,0,0.888452282
2450,2450,0,0.917684647
2451,2451,0,0.79220332
2452,2452,0,0.659294606
2453,2453,0,0.209622407
2454,2454,0,0.841103734
2455,2455,0,0.949775934
2456,2456,0,0.949809129
2457,2457,0.50688,0.948821577
2458,2458,0.93128,0.945481328
2459,2459,0.89884,0.943082988
2460,2460,0.93742,0.92966805
2461,2461,0.86566,0.928381743
2462,2462,0.9335,0.934543568
2463,2463,0.87854,0.931365145
2464,2464,0.96948,0.944817427
2465,2465,0.95628,0.944435685
2466,2466,0.82784,0.941414938
2467,2467,0.70572,0.836224066
2468,2468,0.23502,0.915526971
2469,2469,0,0.94486722
2470,2470,0,0.819020747
2471,2471,0,0.876817427
2472,2472,0,0.902755187
2473,2473,0,0.902701245
2474,2474,0,0.902634855
2475,2475,0,0.902369295
2476,2476,0,0.902568465
2477,2477,0,0.902477178
2478,2478,0,0.900145228
2479,2479,0,0.894713693
2480,2480,0,0.868493776
2481,2481,0.58264,0.89179668
2482,2482,0.85586,0.881605809
2483,2483,0.95116,0.797954357
2484,2484,0.94442,0.483580913
2485,2485,0.90674,0.280319502
2486,2486,0.8919,0.206912863
2487,2487,0.95098,0.2313361
2488,2488,0.89024,0.116311203
2489,2489,0.90146,0.184253112
2490,2490,0.79646,0.311792531
2491,2491,0.7301,0.390742739
2492,2492,0.21338,0.651390041
2493,2493,0,0.692887967
2494,2494,0,0.822755187
2495,2495,0,0.848112033
2496,2496,0,0.592406639
2497,2497,0,0.183854772
2498,2498,0,0.372394191
2499,2499,0,0.524456432
2500,2500,0,0.78179668
2501,2501,0,0.575356846
2502,2502,0,0.776257261
2503,2503,0,0.82553527
2504,2504,0,0.854481328
2505,2505,0.03752,0.848315353
2506,2506,0.16638,0.880813278
2507,2507,0.20218,0.831327801
2508,2508,0.2747,0.627290456
2509,2509,0.36278,0.504149378
2510,2510,0.6929,0.302174274
2511,2511,0.7052,0.218107884
2512,2512,0.93068,0.232456432
2513,2513,0.90802,0.127639004
2514,2514,0.81486,0.098506224
2515,2515,0.69836,0.110564315
2516,2516,0.27402,0.220771784
2517,2517,0,0.407261411
2518,2518,0,0.521526971
2519,2519,0,0.665917012
2520,2520,0,0.40920332
2521,2521,0,0.323261411
2522,2522,0,0.515954357
2523,2523,0,0.577273859
2524,2524,0,0.415742739
2525,2525,0,0.283045643
2526,2526,0,0.264348548
2527,2527,0,0.186502075
2528,2528,0,0.121489627
2529,2529,0.49516,0.11806639
2530,2530,1,0.03326556
2531,2531,0.89402,0.026473029
2532,2532,0.89094,0.028775934
2533,2533,0.89742,0.160091286
2534,2534,0.86072,0.194742739
2535,2535,0.964,0.284012448
2536,2536,0.80002,0.393564315
2537,2537,0.9427,0.39566805
2538,2538,0.70252,0.466950207
2539,2539,0.67054,0.465236515
2540,2540,0.2297,0.641746888
2541,2541,0,0.771697095
2542,2542,0,0.874970954
2543,2543,0,0.904008299
2544,2544,0,0.848286307
2545,2545,0,0.847165975
2546,2546,0,0.940485477
2547,2547,0,0.921452282
2548,2548,0,0.947929461
2549,2549,0,0.943605809
2550,2550,0,0.938278008
2551,2551,0,0.950058091
2552,2552,0,0.94780083
2553,2553,0.59414,0.949813278
2554,2554,0.9413,0.946921162
2555,2555,0.86806,0.946871369
2556,2556,0.8485,0.947414938
2557,2557,0.91274,0.944813278
2558,2558,0.98672,0.949381743
2559,2559,0.9555,0.946917012
2560,2560,0.94336,0.937427386
2561,2561,0.92784,0.898278008
2562,2562,0.80464,0.937406639
2563,2563,0.6727,0.945912863
2564,2564,0.26724,0.950136929
2565,2565,0,0.949585062
2566,2566,0,0.94866805
2567,2567,0,0.949381743
2568,2568,0,0.945630705
2569,2569,0,0.947784232
2570,2570,0,0.911543568
2571,2571,0,0.914676349
2572,2572,0,0.917377593
2573,2573,0,0.918319502
2574,2574,0,0.918414938
2575,2575,0,0.918124481
2576,2576,0,0.699659751
2577,2577,0.03912,0.149784232
2578,2578,0.15446,0.163315353
2579,2579,0.19182,0.481390041
2580,2580,0.27432,0.700966805
2581,2581,0.89954,0.771556017
2582,2582,0.6662,0.520585062
2583,2583,0.42346,0.52220332
2584,2584,0.91084,0.39153527
2585,2585,0.36738,0.173427386
2586,2586,0.78456,0.250452282
2587,2587,0.64196,0.225883817
2588,2588,0.20386,0.316983402
2589,2589,0,0.407340249
2590,2590,0,0.415253112
2591,2591,0,0.44859751
2592,2592,0,0.529817427
2593,2593,0,0.453701245
2594,2594,0,0.225858921
2595,2595,0,0.130207469
2596,2596,0,0.075917012
2597,2597,0,0.101763485
2598,2598,0,0.046385892
2599,2599,0,0.040240664
2600,2600,0.00386,0.060713693
2601,2601,0.21248,0.131987552
2602,2602,0.17942,0.069522822
2603,2603,0.2275,0.001273859
2604,2604,0.24504,0
2605,2605,0.24036,0
2606,2606,0.28452,0.017804979
2607,2607,0.33712,0.026593361
2608,2608,0.91896,0.053190871
2609,2609,0.86492,0.082705394
2610,2610,0.86716,0.190174274
2611,2611,0.7391,0.253356846
2612,2612,0.27794,0.376655602
2613,2613,0,0.470103734
2614,2614,0,0.469655602
2615,2615,0,0.407502075
2616,2616,0,0.465630705
2617,2617,0,0.203323651
2618,2618,0,0.135639004
2619,2619,0,0.209477178
2620,2620,0,0.378518672
2621,2621,0,0.525012448
2622,2622,0,0.720771784
2623,2623,0,0.731834025
2624,2624,0.0036,0.704369295
2625,2625,0.37932,0.661058091
2626,2626,0.91738,0.775153527
2627,2627,0.91498,0.862887967
2628,2628,0.88424,0.883676349
2629,2629,0.98674,0.881145228
2630,2630,1,0.879024896
2631,2631,1,0.877572614
2632,2632,0.98896,0.876195021
2633,2633,0.8847,0.873904564
2634,2634,0.85358,0.814883817
2635,2635,0.66184,0.709568465
2636,2636,0.30662,0.493908714
2637,2637,0,0.341481328
2638,2638,0,0.087377593
2639,2639,0,0.033892116
2640,2640,0,0.060360996
2641,2641,0,0.03013278
2642,2642,0,0.078767635
2643,2643,0,0.07486722
2644,2644,0,0.098394191
2645,2645,0,0.085937759
2646,2646,0,0.004896266
2647,2647,0,0
2648,2648,0.0012,0.068460581
2649,2649,0.04976,0.4353361
2650,2650,0.19022,0.198655602
2651,2651,0.54154,0.431829876
2652,2652,0.59796,0.675547718
2653,2653,0.72188,0.670518672
2654,2654,0.93354,0.627875519
2655,2655,1,0.551493776
2656,2656,0.82346,0.476751037
2657,2657,0.94764,0.849477178
2658,2658,0.88046,0.546937759
2659,2659,0.69034,0.533253112
2660,2660,0.24074,0.889622407
2661,2661,0,0.833746888
2662,2662,0,0.692356846
2663,2663,0,0.06839834
2664,2664,0,0.049360996
2665,2665,0,0.060116183
2666,2666,0,0.192593361
2667,2667,0,0.21186722
2668,2668,0,0.248394191
2669,2669,0,0.383618257
2670,2670,0,0.232385892
2671,2671,0,0.299261411
2672,2672,0.0021,0.42833195
2673,2673,0.07112,0.750568465
2674,2674,0.2755,0.469946058
2675,2675,0.91092,0.487053942
2676,2676,0.89202,0.391684647
2677,2677,0.93266,0.268236515
2678,2678,0.91382,0.298062241
2679,2679,0.9191,0.378041494
2680,2680,0.94286,0.397307054
2681,2681,0.96966,0.513879668
2682,2682,0.85526,0.650157676
2683,2683,0.67646,0.870568465
2684,2684,0.26708,0.924406639
2685,2685,0,0.930522822
2686,2686,0,0.93420332
2687,2687,0,0.902390041
2688,2688,0,0.91153527
2689,2689,0,0.844315353
2690,2690,0,0.850767635
2691,2691,0,0.845875519
2692,2692,0,0.855053942
2693,2693,0,0.853107884
2694,2694,0,0.832962656
2695,2695,0,0.837012448
2696,2696,0.0292,0.792452282
2697,2697,0.68182,0.939174274
2698,2698,0.88982,0.940900415
2699,2699,0.90686,0.679282158
2700,2700,0.90576,0.761726141
2701,2701,0.9441,0.903099585
2702,2702,0.95388,0.903481328
2703,2703,0.8349,0.757547718
2704,2704,0.9374,0.807572614
2705,2705,0.96788,0.889792531
2706,2706,0.85304,0.73940249
2707,2707,0.70556,0.869456432
2708,2708,0.21384,0.734058091
2709,2709,0,0.726946058
2710,2710,0,0.922037344
2711,2711,0,0.91526556
2712,2712,0,0.936414938
2713,2713,0,0.90786722
2714,2714,0,0.556983402
2715,2715,0,0.260883817
2716,2716,0,0.198240664
2717,2717,0,0.138618257
2718,2718,0,0.068929461
2719,2719,0,0.030746888
2720,2720,0.03346,0.0016639
2721,2721,0.52446,0
2722,2722,0.90302,0
2723,2723,0.93996,0
2724,2724,0.90824,0
2725,2725,0.96262,0.00113278
2726,2726,0.98824,0.059315353
2727,2727,0.87074,0.132062241
2728,2728,0.84556,0.295186722
2729,2729,0.81736,0.267174274
2730,2730,0.82068,0.235697095
2731,2731,0.76808,0.188921162
2732,2732,0.27592,0.184846473
2733,2733,0,0.241863071
2734,2734,0,0.423655602
2735,2735,0,0.940248963
2736,2736,0,0.940099585
2737,2737,0,0.894925311
2738,2738,0,0.895672199
2739,2739,0,0.896979253
2740,2740,0,0.898995851
2741,2741,0,0.945082988
2742,2742,0,0.944950207
2743,2743,0,0.949970954
2744,2744,0.02674,0.949477178
2745,2745,0.6,0.92680083
2746,2746,0.91986,0.928012448
2747,2747,0.85504,0.923713693
2748,2748,0.8441,0.689170124
2749,2749,0.902,0.445012448
2750,2750,0.8596,0.544049793
2751,2751,0.94316,0.856049793
2752,2752,0.9721,0.860846473
2753,2753,0.95426,0.67173029
2754,2754,0.79948,0.619543568
2755,2755,0.67478,0.324626556
2756,2756,0.31568,0.603580913
2757,2757,0,0.706622407
2758,2758,0,0.925112033
2759,2759,0,0.93173029
2760,2760,0,0.934385892
2761,2761,0,0.934414938
2762,2762,0,0.934323651
2763,2763,0,0.934273859
2764,2764,0,0.93373029
2765,2765,0,0.928966805
2766,2766,0,0.920448133
2767,2767,0,0.911232365
2768,2768,0.0351,0.876543568
2769,2769,0.53654,0.66060166
2770,2770,0.8704,0.922439834
2771,2771,1,0.846178423
2772,2772,0.92902,0.81053527
2773,2773,0.88876,0.527315353
2774,2774,0.9077,0.454556017
2775,2775,0.9625,0.32746473
2776,2776,0.94868,0.248564315
2777,2777,0.90436,0.248074689
2778,2778,0.87704,0.267390041
2779,2779,0.62192,0.181539419
2780,2780,0.31118,0.229738589
2781,2781,0,0.364286307
2782,2782,0,0.44939834
2783,2783,0,0.888817427
2784,2784,0,0.919145228
2785,2785,0,0.919937759
2786,2786,0,0.916298755
2787,2787,0,0.908547718
2788,2788,0,0.927763485
2789,2789,0,0.821070539
2790,2790,0,0.924290456
2791,2791,0,0.876630705
2792,2792,0.00836,0.510908714
2793,2793,0.42752,0.379684647
2794,2794,0.69484,0.525659751
2795,2795,0.9357,0.879141079
2796,2796,0.88582,0.916917012
2797,2797,0.85292,0.893
2798,2798,0.95068,0.916672199
2799,2799,0.93344,0.920514523
2800,2800,0.92334,0.921348548
2801,2801,0.9204,0.766248963
2802,2802,0.8962,0.874244813
2803,2803,0.67718,0.877307054
2804,2804,0.21734,0.882153527
2805,2805,0,0.886016598
2806,2806,0,0.886564315
2807,2807,0,0.886829876
2808,2808,0,0.884842324
2809,2809,0,0.884406639
2810,2810,0,0.884041494
2811,2811,0,0.880489627
2812,2812,0,0.818647303
2813,2813,0,0.814477178
2814,2814,0,0.814995851
2815,2815,0,0.810792531
2816,2816,0.01158,0.923236515
2817,2817,0.2206,0.925298755
2818,2818,0.59932,0.924817427
2819,2819,0.62038,0.920892116
2820,2820,0.8018,0.824452282
2821,2821,0.78306,0.823278008
2822,2822,0.59118,0.833966805
2823,2823,0.65682,0.831070539
2824,2824,0.64008,0.828319502
2825,2825,0.83098,0.825883817
2826,2826,0.3205,0.763539419
2827,2827,0.38716,0.764572614
2828,2828,0.231,0.767954357
2829,2829,0,0.77119917
2830,2830,0,0.774211618
2831,2831,0,0.773543568
2832,2832,0,0.906738589
2833,2833,0,0.950112033
2834,2834,0,0.950120332
2835,2835,0,0.94940249
2836,2836,0,0.950141079
2837,2837,0,0.950149378
2838,2838,0,0.949564315
2839,2839,0,0.649037344
2840,2840,0.03928,0.649112033
2841,2841,0.5937,0.649099585
2842,2842,0.88474,0.648937759
2843,2843,0.59604,0.648489627
2844,2844,0.9838,0.652385892
2845,2845,0.90758,0.643302905
2846,2846,0.90364,0.44979668
2847,2847,0.93722,0.011995851
2848,2848,0.93368,0.070676349
2849,2849,0.80818,0.061979253
2850,2850,0.78718,0.064091286
2851,2851,0.68924,0.157917012
2852,2852,0.30328,0.519232365
2853,2853,0,0.575543568
2854,2854,0,0.608817427
2855,2855,0,0.848099585
2856,2856,0,0.715377593
2857,2857,0,0.135746888
2858,2858,0,0.142323651
2859,2859,0,0.853423237
2860,2860,0,0.902564315
2861,2861,0,0.902713693
2862,2862,0,0.902473029
2863,2863,0,0.88139834
2864,2864,0.0383,0.880763485
2865,2865,0.5854,0.882344398
2866,2866,0.93732,0.892410788
2867,2867,0.93862,0.897087137
2868,2868,0.96508,0.90073444
2869,2869,0.96624,0.892659751
2870,2870,0.94746,0.766273859
2871,2871,1,0.730937759
2872,2872,0.96224,0.547365145
2873,2873,0.89808,0.407452282
2874,2874,0.84386,0.288315353
2875,2875,0.68788,0.173153527
2876,2876,0.284,0.129240664
2877,2877,0,0.186257261
2878,2878,0,0.094871369
2879,2879,0,0.057136929
2880,2880,0,0.12360166
2881,2881,0,0.187721992
2882,2882,0,0.23020332
2883,2883,0,0.2513361
2884,2884,0,0.397053942
2885,2885,0,0.578522822
2886,2886,0,0.434232365
2887,2887,0,0.547365145
2888,2888,0.109,0.750630705
2889,2889,0.61328,0.839344398
2890,2890,0.844,0.676406639
2891,2891,0.90892,0.757854772
2892,2892,0.97412,0.569954357
2893,2893,0.84304,0.69653527
2894,2894,0.93114,0.655817427
2895,2895,0.8465,0.664630705
2896,2896,0.94824,0.772381743
2897,2897,0.8833,0.801070539
2898,2898,0.83884,0.566186722
2899,2899,0.52008,0.620041494
2900,2900,0.1739,0.82546888
2901,2901,0,0.865406639
2902,2902,0,0.90726971
2903,2903,0,0.949647303
2904,2904,0,0.95
2905,2905,0,0.949323651
2906,2906,0,0.94940249
2907,2907,0,0.949481328
2908,2908,0,0.94646473
2909,2909,0,0.94733195
2910,2910,0,0.948087137
2911,2911,0,0.947240664
2912,2912,0.0362,0.948937759
2913,2913,0.46784,0.948825726
2914,2914,0.90514,0.944630705
2915,2915,0.89642,0.937145228
2916,2916,0.77348,0.939207469
2917,2917,0.84564,0.843556017
2918,2918,0.65856,0.839958506
2919,2919,0.80276,0.836443983
2920,2920,0.42128,0.835157676
2921,2921,0.63426,0.834170124
2922,2922,0.71332,0.928078838
2923,2923,0.43886,0.931319502
2924,2924,0.25822,0.936609959
2925,2925,0,0.940634855
2926,2926,0,0.755037344
2927,2927,0,0.756460581
2928,2928,0,0.692817427
2929,2929,0,0.693236515
2930,2930,0,0.694136929
2931,2931,0,0.696074689
2932,2932,0,0.695506224
2933,2933,0,0.696717842
2934,2934,0,0.696278008
2935,2935,0,0.6966639
2936,2936,0.16152,0.696539419
2937,2937,0.8199,0.69619917
2938,2938,1,0.689012448
2939,2939,0.88962,0.694473029
2940,2940,0.8639,0.68866805
2941,2941,0.78982,0.67359751
2942,2942,0.85746,0.593211618
2943,2943,0.82172,0.561651452
2944,2944,0.86002,0.773116183
2945,2945,0.7791,0.816875519
2946,2946,0.69148,0.768713693
2947,2947,0.6761,0.878307054
2948,2948,0.2528,0.88406639
2949,2949,0,0.890294606
2950,2950,0,0.894717842
2951,2951,0,0.945726141
2952,2952,0,0.947643154
2953,2953,0,0.948165975
2954,2954,0,0.947510373
2955,2955,0,0.950012448
2956,2956,0,0.94980083
2957,2957,0,0.949630705
2958,2958,0,0.950128631
2959,2959,0,0.949767635
2960,2960,0.13208,0.9446639
2961,2961,0.70854,0.920261411
2962,2962,0.8531,0.939348548
2963,2963,0.98758,0.923236515
2964,2964,0.87284,0.88513278
2965,2965,0.80792,0.895842324
2966,2966,0.77558,0.643058091
2967,2967,0.83456,0.277925311
2968,2968,0.77434,0.21460166
2969,2969,0.7993,0.243618257
2970,2970,0.73626,0.368103734
2971,2971,0.58284,0.672049793
2972,2972,0.29094,0.887211618
2973,2973,0,0.917651452
2974,2974,0,0.923817427
2975,2975,0,0.889813278
2976,2976,0,0.891717842
2977,2977,0,0.905514523
2978,2978,0,0.926751037
2979,2979,0,0.932406639
2980,2980,0,0.933058091
2981,2981,0,0.933340249
2982,2982,0,0.934278008
2983,2983,0,0.934261411
2984,2984,0.12672,0.934228216
2985,2985,0.74556,0.932834025
2986,2986,0.88786,0.920029046
2987,2987,0.892,0.923634855
2988,2988,0.95734,0.91246473
2989,2989,0.85918,0.70466805
2990,2990,0.87104,0.434622407
2991,2991,0.80696,0.175609959
2992,2992,0.84258,0.326564315
2993,2993,0.653,0.609045643
2994,2994,0.71208,0.82620332
2995,2995,0.74898,0.904352697
2996,2996,0.25868,0.837804979
2997,2997,0,0.916526971
2998,2998,0,0.92260166
2999,2999,0,0.943186722
3000,3000,0,0.946452282
3001,3001,0,0.947369295
3002,3002,0,0.947543568
3003,3003,0,0.946896266
3004,3004,0,0.896099585
3005,3005,0,0.799033195
3006,3006,0,0.926688797
3007,3007,0,0.934377593
3008,3008,0.15766,0.932950207
3009,3009,0.74278,0.930033195
3010,3010,0.8678,0.918817427
3011,3011,0.9524,0.940788382
3012,3012,0.85408,0.942165975
3013,3013,0.92984,0.948369295
3014,3014,0.89456,0.949651452
3015,3015,0.85694,0.942307054
3016,3016,0.76688,0.926775934
3017,3017,0.75746,0.940954357
3018,3018,0.7434,0.782510373
3019,3019,0.63692,0.922282158
3020,3020,0.2829,0.736580913
3021,3021,0,0.491248963
3022,3022,0,0.488431535
3023,3023,0,0.921311203
3024,3024,0,0.930493776
3025,3025,0,0.668609959
3026,3026,0,0.245526971
3027,3027,0,0.418165975
3028,3028,0,0.687647303
3029,3029,0,0.579751037
3030,3030,0,0.462767635
3031,3031,0,0.43140249
3032,3032,0.21216,0.322522822
3033,3033,0.19842,0.218721992
3034,3034,0.52422,0.276232365
3035,3035,0.60462,0.242896266
3036,3036,0.7719,0.218804979
3037,3037,0.84824,0.187622407
3038,3038,0.85992,0.111643154
3039,3039,0.8042,0.187157676
3040,3040,0.76562,0.226278008
3041,3041,0.83654,0.359414938
3042,3042,0.71654,0.317141079
3043,3043,0.6751,0.47746473
3044,3044,0.41816,0.748987552
3045,3045,0,0.940356846
3046,3046,0,0.944390041
3047,3047,0,0.852834025
3048,3048,0,0.564605809
3049,3049,0,0.430327801
3050,3050,0,0.643261411
3051,3051,0,0.884215768
3052,3052,0,0.909958506
3053,3053,0,0.916850622
3054,3054,0,0.905489627
3055,3055,0,0.881813278
3056,3056,0,0.93239834
3057,3057,0.15076,0.921771784
3058,3058,0.76416,0.931170124
3059,3059,0.81988,0.947917012
3060,3060,0.81592,0.949746888
3061,3061,0.8944,0.94973029
3062,3062,0.88038,0.945385892
3063,3063,0.79742,0.937912863
3064,3064,0.88242,0.937813278
3065,3065,0.80822,0.934286307
3066,3066,0.73062,0.934157676
3067,3067,0.54622,0.936697095
3068,3068,0.39064,0.933302905
3069,3069,0,0.903452282
3070,3070,0,0.895609959
3071,3071,0,0.887775934
3072,3072,0,0.88679668
3073,3073,0,0.881294606
3074,3074,0,0.881556017
3075,3075,0,0.894560166
3076,3076,0,0.904589212
3077,3077,0,0.918290456
3078,3078,0,0.914966805
3079,3079,0,0.87093361
3080,3080,0.1914,0.917643154
3081,3081,0.79322,0.915074689
3082,3082,0.98124,0.911244813
3083,3083,0.87406,0.907784232
3084,3084,0.87616,0.909659751
3085,3085,0.948,0.914626556
3086,3086,0.81002,0.917929461
3087,3087,0.7836,0.95019917
3088,3088,0.7768,0.95026971
3089,3089,0.83536,0.95026556
3090,3090,0.72926,0.949024896
3091,3091,0.66078,0.874004149
3092,3092,0.2761,0.730290456
3093,3093,0,0.717112033
3094,3094,0,0.822912863
