SA Param,R,batch_d_rt,batch_c_rt,vd,vc,p,Lower bound,Upper bound,Optimality Gap,Status,Objective
batch_c_rt,0.95,21,39,0.0,0.0,43.03994190705129,24.0344998370471,24.0344998370471,0.0,optimal,24.034499837047115
batch_c_rt,0.95,21,38,0.0,0.0,43.03994190705129,24.1998741162623,24.1998741162623,0.0,optimal,24.19987411626233
batch_c_rt,0.95,21,37,0.0,0.0,43.03994190705129,24.2995594442128,24.2995594442128,0.0,optimal,24.299559444212743
batch_c_rt,0.95,21,36,0.0,0.0,43.03994190705129,24.4609369703088,24.4609369703088,0.0,optimal,24.460936970308765
batch_c_rt,0.95,21,35,0.0,0.0,43.03994190705129,24.6141828105659,24.6141828105659,0.0,optimal,24.614182810565918
batch_c_rt,0.95,21,34,0.0,0.0,43.03994190705129,24.8103075805393,24.8103075805393,0.0,optimal,24.810307580539284
batch_c_rt,0.95,21,33,0.0,0.0,43.03994190705129,25.0165772168663,25.0165772168663,0.0,optimal,25.016577216866256
batch_c_rt,0.95,21,32,0.0,0.0,43.03994190705129,25.22154365116,25.22154365116,0.0,optimal,25.221543651160037
batch_c_rt,0.95,21,31,0.0,0.0,43.03994190705129,25.4475863124117,25.4475863124117,0.0,optimal,25.447586312411655
batch_c_rt,0.95,21,30,0.0,0.0,43.03994190705129,25.6812501365093,25.6812501365093,0.0,optimal,25.681250136509345
batch_c_rt,0.95,21,29,0.0,0.0,43.03994190705129,25.9132266997001,25.9132266997001,0.0,optimal,25.913226699700104
batch_c_rt,0.95,21,28,0.0,0.0,43.03994190705129,26.1114043863212,26.1114043863212,0.0,optimal,26.111404386321134
batch_c_rt,0.95,21,27,0.0,0.0,43.03994190705129,26.232969429856,26.232969429856,0.0,optimal,26.232969429855984
batch_c_rt,0.95,21,26,0.0,0.0,43.03994190705129,26.3143573540753,26.3143573540753,0.0,optimal,26.314357354075355
batch_c_rt,0.95,21,25,0.0,0.0,43.03994190705129,26.9277953939839,26.9277953939839,0.0,optimal,26.92779539398387
batch_c_rt,0.95,21,24,0.0,0.0,43.03994190705129,27.1901058546157,27.1901058546157,0.0,optimal,27.190105854615684
batch_c_rt,0.95,21,23,0.0,0.0,43.03994190705129,27.4614769518173,27.4614769518173,0.0,optimal,27.461476951817254
batch_c_rt,0.95,21,22,0.0,0.0,43.03994190705129,27.7259837295236,27.7259837295236,0.0,optimal,27.725983729523637
batch_c_rt,0.95,21,21,0.0,0.0,43.03994190705129,28.0057892262708,28.0057892262708,0.0,optimal,28.005789226270753
batch_c_rt,0.95,21,20,0.0,0.0,43.03994190705129,28.2873985944393,28.2873985944393,0.0,optimal,28.28739859443927
batch_c_rt,0.95,21,19,0.0,0.0,43.03994190705129,28.5491794529767,28.5491794529767,0.0,optimal,28.54917945297665
batch_c_rt,0.95,21,18,0.0,0.0,43.03994190705129,28.7917141944226,28.7917141944226,0.0,optimal,28.791714194422592
batch_c_rt,0.95,21,17,0.0,0.0,43.03994190705129,29.0409636313039,29.0409636313039,0.0,optimal,29.040963631303942
batch_c_rt,0.95,21,16,0.0,0.0,43.03994190705129,29.3201621694221,29.3201621694221,0.0,optimal,29.320162169422108
batch_c_rt,0.95,21,15,0.0,0.0,43.03994190705129,29.6121150061519,29.6121150061519,0.0,optimal,29.612115006151893
batch_c_rt,0.95,21,14,0.0,0.0,43.03994190705129,29.9337303335888,29.9337303335888,0.0,optimal,29.933730333588773
batch_c_rt,0.95,21,13,0.0,0.0,43.03994190705129,30.2933357870052,30.2933357870052,0.0,optimal,30.293335787005148
batch_c_rt,0.95,21,12,0.0,0.0,43.03994190705129,30.6721997681702,30.6721997681702,0.0,optimal,30.672199768170206
batch_c_rt,0.95,21,11,0.0,0.0,43.03994190705129,31.0594743113952,31.0594743113952,0.0,optimal,31.059474311395164
batch_c_rt,0.95,21,10,0.0,0.0,43.03994190705129,31.471280467054,31.471280467054,0.0,optimal,31.471280467053976
batch_c_rt,0.95,21,9,0.0,0.0,43.03994190705129,31.8933615935834,31.8933615935834,0.0,optimal,31.89336159358343
batch_c_rt,0.95,21,8,0.0,0.0,43.03994190705129,32.3184580881014,32.3184580881014,0.0,optimal,32.31845808810144
batch_c_rt,0.95,21,7,0.0,0.0,43.03994190705129,32.542750349845,32.542750349845,0.0,optimal,32.54275034984497
batch_c_rt,0.95,21,6,0.0,0.0,43.03994190705129,33.0749495032245,33.0749495032245,0.0,optimal,33.07494950322451
batch_c_rt,0.95,21,5,0.0,0.0,43.03994190705129,33.4461432280319,33.4461432280319,0.0,optimal,33.44614322803189
batch_c_rt,0.95,21,4,0.0,0.0,43.03994190705129,33.760805055617,33.760805055617,0.0,optimal,33.76080505561698
batch_c_rt,0.95,21,3,0.0,0.0,43.03994190705129,34.0528488055816,34.0528488055816,0.0,optimal,34.052848805581625
batch_c_rt,0.95,21,2,0.0,0.0,43.03994190705129,34.5773179450859,34.5773179450859,0.0,optimal,34.57731794508584
batch_c_rt,0.95,21,1,0.0,0.0,43.03994190705129,35.552858849442,35.552858849442,0.0,optimal,35.552858849441996
vd,0.95,21,31,0.0,0.0,43.03994190705129,25.4475863124117,25.4475863124117,0.0,optimal,25.447586312411655
vd,0.95,21,31,0.25,0.0,43.03994190705129,25.2465729213377,25.2465729213377,0.0,optimal,25.246572921337652
vd,0.95,21,31,0.5,0.0,43.03994190705129,25.0455595302636,25.0455595302636,0.0,optimal,25.045559530263642
vd,0.95,21,31,0.75,0.0,43.03994190705129,24.8445461437122,24.8445461437122,0.0,optimal,24.84454614371217
vd,0.95,21,31,1.0,0.0,43.03994190705129,24.6435327526382,24.6435327526382,0.0,optimal,24.64353275263817
vd,0.95,21,31,1.25,0.0,43.03994190705129,24.4425193570416,24.4425193570416,0.0,optimal,24.44251935704161
vd,0.95,21,31,1.5,0.0,43.03994190705129,24.2415059704902,24.2415059704902,0.0,optimal,24.241505970490138
vd,0.95,21,31,1.75,0.0,43.03994190705129,24.0404925794161,24.0404925794161,0.0,optimal,24.040492579416142
vd,0.95,21,31,2.0,0.0,43.03994190705129,23.8394791838196,23.8394791838196,0.0,optimal,23.839479183819602
vd,0.95,21,31,2.25,0.0,43.03994190705129,23.6392010186668,23.6392010186668,0.0,optimal,23.63920101866677
vd,0.95,21,31,2.5,0.0,43.03994190705129,23.4413169160086,23.4413169160086,0.0,optimal,23.441316916008596
vd,0.95,21,31,2.75,0.0,43.03994190705129,23.2458561422001,23.2458561422001,0.0,optimal,23.245856142200065
vd,0.95,21,31,3.0,0.0,43.03994190705129,23.0590023302137,23.0590023302137,0.0,optimal,23.059002330213655
vd,0.95,21,31,3.25,0.0,43.03994190705129,22.8726638416014,22.8726638416014,0.0,optimal,22.87266384160139
vd,0.95,21,31,3.5,0.0,43.03994190705129,22.6865278463459,22.6865278463459,0.0,optimal,22.686527846345832
vd,0.95,21,31,3.75,0.0,43.03994190705129,22.5003918510903,22.5003918510903,0.0,optimal,22.500391851090278
vd,0.95,21,31,4.0,0.0,43.03994190705129,22.3142558558347,22.3142558558347,0.0,optimal,22.314255855834723
vd,0.95,21,31,4.25,0.0,43.03994190705129,22.1281198605792,22.1281198605792,0.0,optimal,22.12811986057917
vd,0.95,21,31,4.5,0.0,43.03994190705129,21.9431404469701,21.9431404469701,0.0,optimal,21.94314044697008
vd,0.95,21,31,4.75,0.0,43.03994190705129,21.7667857611871,21.7667857611871,0.0,optimal,21.76678576118706
vd,0.95,21,31,5.0,0.0,43.03994190705129,21.5910581085289,21.5910581085289,0.0,optimal,21.591058108528916
vd,0.95,21,31,5.25,0.0,43.03994190705129,21.4153304558708,21.4153304558708,0.0,optimal,21.415330455870777
vd,0.95,21,31,5.5,0.0,43.03994190705129,21.2396028032126,21.2396028032126,0.0,optimal,21.239602803212627
vd,0.95,21,31,5.75,0.0,43.03994190705129,21.06782320319,21.06782320319,0.0,optimal,21.067823203190017
vd,0.95,21,31,6.0,0.0,43.03994190705129,20.8966724894475,20.8966724894475,0.0,optimal,20.896672489447536
vd,0.95,21,31,6.25,0.0,43.03994190705129,20.7255217757051,20.7255217757051,0.0,optimal,20.72552177570506
vd,0.95,21,31,6.5,0.0,43.03994190705129,20.5543710619626,20.5543710619626,0.0,optimal,20.554371061962588
vd,0.95,21,31,6.75,0.0,43.03994190705129,20.3837674471335,20.3837674471335,0.0,optimal,20.383767447133526
vd,0.95,21,31,7.0,0.0,43.03994190705129,20.2189540334281,20.2189540334281,0.0,optimal,20.218954033428133
vd,0.95,21,31,7.25,0.0,43.03994190705129,20.0541406197228,20.0541406197228,0.0,optimal,20.05414061972274
vd,0.95,21,31,7.5,0.0,43.03994190705129,19.8893272060174,19.8893272060174,0.0,optimal,19.88932720601734
vd,0.95,21,31,7.75,0.0,43.03994190705129,19.724513792312,19.724513792312,0.0,optimal,19.724513792311956
vd,0.95,21,31,8.0,0.0,43.03994190705129,19.5606629055838,19.5606629055838,0.0,optimal,19.56066290558382
vd,0.95,21,31,8.25,0.0,43.03994190705129,19.3969046934464,19.3969046934464,0.0,optimal,19.396904693446427
vd,0.95,21,31,8.5,0.0,43.03994190705129,19.233146481309,19.233146481309,0.0,optimal,19.23314648130904
vd,0.95,21,31,8.75,0.0,43.03994190705129,19.0738147795168,19.0738147795168,0.0,optimal,19.073814779516795
vd,0.95,21,31,9.0,0.0,43.03994190705129,18.9174429783554,18.9174429783554,0.0,optimal,18.917442978355425
vd,0.95,21,31,9.25,0.0,43.03994190705129,18.7620363478872,18.7620363478872,0.0,optimal,18.76203634788721
vd,0.95,21,31,9.5,0.0,43.03994190705129,18.6081266837178,18.6081266837178,0.0,optimal,18.608126683717835
vd,0.95,21,31,9.75,0.0,43.03994190705129,18.4542170195485,18.4542170195485,0.0,optimal,18.454217019548462
vd,0.95,21,31,10.0,0.0,43.03994190705129,18.3003073553791,18.3003073553791,0.0,optimal,18.300307355379086
vd,0.95,21,31,11.0,0.0,43.03994190705129,17.7118472723337,17.7118472723337,0.0,optimal,17.711847272333692
vd,0.95,21,31,12.0,0.0,43.03994190705129,17.169844322514,17.169844322514,0.0,optimal,17.16984432251403
vd,0.95,21,31,13.0,0.0,43.03994190705129,16.6427029447759,16.6427029447759,0.0,optimal,16.64270294477593
